event_month,date_event_began,time_event_began,restoration_date,restoration_time,area_affected,nerc_region_list,alert_criteria,event_type,demand_loss_(mw),number_of_customers_affected,year
january,2021-01-10 00:00:00,22:44:00,2021-01-13 00:00:00,16:00:00,texas:anderson county:angelina county:dallas county:freestone county:henderson county:houston county:leon county:nacogdoches county:smith county:tarrant county,['texas re'],"loss of electric service to more than 50,000 customers for 1 hour or more.",severe weather,,188000,2021
january,2021-01-11 00:00:00,05:00:00,2021-01-11 00:00:00,14:22:00,louisiana:texas,['serc'],"loss of electric service to more than 50,000 customers for 1 hour or more.",severe weather-distribution interruption,,58000,2021
january,2021-01-12 00:00:00,23:50:00,2021-01-15 00:00:00,13:00:00,washington:kitsap county:thurston county:king county:pierce county:skagit county:whatcom county,['wecc'],electrical system separation (islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,severe weather,100,320000,2021
january,2021-01-12 00:00:00,20:46:00,2021-01-13 00:00:00,16:00:00,oregon:clackamas county:multnomah county:washington county,['wecc'],"loss of electric service to more than 50,000 customers for 1 hour or more.",severe weather,,94231,2021
january,2021-01-12 00:00:00,23:49:00,2021-01-14 00:00:00,14:00:00,washington,['wecc'],"loss of electric service to more than 50,000 customers for 1 hour or more.",severe weather-distribution interruption,150,70000,2021
january,2021-01-12 00:00:00,20:30:00,nat,,washington:snohomish county,['wecc'],"loss of electric service to more than 50,000 customers for 1 hour or more.",severe weather-transmission interruption,200,62000,2021
january,2021-01-13 00:00:00,03:43:00,2021-01-13 00:00:00,16:00:00,washington:idaho,['wecc'],"loss of electric service to more than 50,000 customers for 1 hour or more.",severe weather,185,70417,2021
january,2021-01-13 00:00:00,13:05:00,2021-01-13 00:00:00,13:06:00,georgia:houston county,['serc'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism,0,0,2021
january,2021-01-15 00:00:00,17:48:00,2021-01-15 00:00:00,18:55:00,missouri,['serc'],complete loss of monitoring or control capability at its staffed bulk electric system control center for 30 continuous minutes or more.,system operations,0,0,2021
january,2021-01-18 00:00:00,14:07:00,2021-01-18 00:00:00,14:42:00,connecticut,['npcc'],complete loss of monitoring or control capability at its staffed bulk electric system control center for 30 continuous minutes or more.,system operations,0,0,2021
january,2021-01-19 00:00:00,09:31:00,2021-01-21 00:00:00,14:36:00,california:kern county:los angeles county:riverside county:san bernardino county:ventura county:orange county,['wecc'],"loss of electric service to more than 50,000 customers for 1 hour or more.",severe weather,,173746,2021
january,2021-01-19 00:00:00,02:48:00,2021-01-20 00:00:00,11:41:00,california,['wecc'],"loss of electric service to more than 50,000 customers for 1 hour or more.",severe weather,411,124888,2021
january,2021-01-21 00:00:00,00:00:00,2021-02-03 00:00:00,16:55:00,texas:louisiana:arkansas:pulaski county:mississippi,['texas re'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism,0,0,2021
january,2021-01-23 00:00:00,07:00:00,2021-01-27 00:00:00,13:45:00,georgia:laurens county,['serc'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",cyber event,29,,2021
january,2021-01-23 00:00:00,07:45:00,2021-01-23 00:00:00,08:00:00,california:placer county:nevada county,['wecc'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,45,0,2021
january,2021-01-26 00:00:00,20:49:00,2021-01-28 00:00:00,21:14:00,california,['wecc'],"loss of electric service to more than 50,000 customers for 1 hour or more.",severe weather,841,255715,2021
january,2021-01-27 00:00:00,12:30:00,2021-01-27 00:00:00,16:18:00,new hampshire:hillsborough county,['npcc'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism,0,0,2021
january,2021-01-28 00:00:00,10:15:00,2021-01-28 00:00:00,16:46:00,new hampshire:hillsborough county,['npcc'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism,0,0,2021
february,2021-02-01 00:00:00,23:25:00,2021-02-02 00:00:00,01:12:00,texas:kleberg county,['texas re'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",transmission interruption,13,6102,2021
february,2021-02-02 00:00:00,12:34:00,2021-02-02 00:00:00,15:43:00,south dakota:hughes county,['mro'],electrical system separation (islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,severe weather-transmission interruption,5,4,2021
february,2021-02-02 00:00:00,09:25:00,2021-02-03 00:00:00,11:38:00,south dakota:hughes county,['mro'],electrical system separation (islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,severe weather-transmission interruption,5,3,2021
february,2021-02-03 00:00:00,14:22:00,2021-02-04 00:00:00,22:32:00,north dakota:logan county:emmons county:mcintosh county,['mro'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",transmission interruption,7,1400,2021
february,2021-02-05 00:00:00,09:43:00,2021-02-05 00:00:00,11:19:00,arkansas:arkansas county,['serc'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism,0,0,2021
february,2021-02-06 00:00:00,06:50:00,2021-02-06 00:00:00,14:43:00,ohio:kentucky,['rf'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",transmission interruption,0,0,2021
february,2021-02-07 00:00:00,06:57:00,2021-02-07 00:00:00,07:34:00,texas:cameron county,['texas re'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,0,0,2021
february,2021-02-08 00:00:00,07:04:00,2021-02-08 00:00:00,14:10:00,minnesota:st. louis county,['mro'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",transmission interruption,0,0,2021
february,2021-02-08 00:00:00,18:19:00,2021-02-08 00:00:00,18:29:00,new hampshire:hillsborough county,['npcc'],unplanned evacuation from its bulk electric system control center facility for 30 continuous minutes or more.,system operations,0,0,2021
february,2021-02-09 00:00:00,13:00:00,2021-02-10 00:00:00,14:21:00,oregon:tillamook county,['wecc'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism,0,0,2021
february,2021-02-09 00:00:00,10:51:00,nat,,north carolina,['serc'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",transmission interruption,0,0,2021
february,2021-02-10 00:00:00,15:00:00,2021-02-23 00:00:00,15:00:00,texas,['texas re'],"loss of electric service to more than 50,000 customers for 1 hour or more.",severe weather,,2000000,2021
february,2021-02-11 00:00:00,08:30:00,2021-02-22 00:00:00,09:00:00,illinois:scott county,['serc'],fuel supply emergencies that could impact electric power system adequacy or reliability.,fuel supply deficiency,,,2021
february,2021-02-11 00:00:00,19:21:00,2021-02-11 00:00:00,21:20:00,colorado:morgan county,['wecc'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",transmission interruption,0,0,2021
february,2021-02-11 00:00:00,13:00:00,nat,,kansas,['mro'],fuel supply emergencies that could impact electric power system adequacy or reliability.,fuel supply deficiency,0,0,2021
february,2021-02-12 00:00:00,21:00:00,2021-02-20 00:00:00,17:15:00,oregon:clackamas county:marion county:polk county:multnomah county:washington county:yamhill county,['wecc'],"loss of electric service to more than 50,000 customers for 1 hour or more.",severe weather,,300187,2021
february,2021-02-12 00:00:00,15:30:00,2021-02-22 00:00:00,07:30:00,texas,['texas re'],fuel supply emergencies that could impact electric power system adequacy or reliability.,fuel supply deficiency,,,2021
february,2021-02-13 00:00:00,09:56:00,2021-02-13 00:00:00,11:01:00,washington:lewis county,['wecc'],"loss of electric service to more than 50,000 customers for 1 hour or more.",severe weather,164,37583,2021
february,2021-02-13 00:00:00,13:30:00,2021-02-20 00:00:00,08:00:00,texas,['texas re'],public appeal to reduce the use of electricity for purposes of maintaining the continuity of the bulk electric system.,severe weather,,,2021
february,2021-02-13 00:00:00,13:30:00,2021-02-19 00:00:00,21:00:00,west virginia:virginia,['rf'],"loss of electric service to more than 50,000 customers for 1 hour or more.",severe weather,,55097,2021
