event_month,date_event_began,time_event_began,restoration_date,restoration_time,area_affected,nerc_region_list,alert_criteria,event_type,demand_loss_(mw),number_of_customers_affected,year
june,2021-06-23 00:00:00,15:47:00,2021-06-23 00:00:00,16:44:00,missouri:boone county,['serc'],complete loss of monitoring or control capability at its staffed bulk electric system control center for 30 continuous minutes or more.,system operations,0,0,2021
june,2021-06-24 00:00:00,03:34:00,2021-06-24 00:00:00,05:07:00,california:plumas county,['wecc'],electrical system separation (islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,transmission interruption,36,7621,2021
june,2021-06-24 00:00:00,07:07:00,2021-06-24 00:00:00,13:48:00,washington:kittitas county,['serc'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism,0,0,2021
june,2021-06-27 00:00:00,20:10:00,2021-06-27 00:00:00,21:30:00,north dakota:morton county,['mro'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism,4,1003,2021
june,2021-06-27 00:00:00,02:27:00,2021-06-27 00:00:00,03:30:00,new york:jefferson county,['npcc'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism,,982,2021
june,2021-06-28 00:00:00,13:20:00,nat,,washington:spokane county:stevens county:lincoln county:adams county:whitman county:idaho:kootenai county:bonner county:shoshone county:boundary county:benewah county:latah county:nez perce county,['wecc'],public appeal to reduce the use of electricity for purposes of maintaining the continuity of the bulk electric system.,severe weather,44,,2021
june,2021-06-28 00:00:00,11:22:00,nat,,north carolina,['serc'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",transmission interruption,0,0,2021
june,2021-06-29 00:00:00,16:00:00,nat,,michigan:oakland county:macomb county:wayne county,['rf'],"loss of electric service to more than 50,000 customers for 1 hour or more.",severe weather,,53000,2021
june,2021-06-30 00:00:00,18:50:00,nat,,connecticut:massachusetts:rhode island:vermont:new hampshire:maine,['npcc'],"loss of electric service to more than 50,000 customers for 1 hour or more.",severe weather,,53103,2021
july,2021-07-03 00:00:00,23:08:00,2021-07-04 00:00:00,02:16:00,new mexico:bernalillo county,['wecc'],damage or destruction of its facility that results from actual or suspected intentional human action. - 17. facility physical threat,vandalism,45,34509,2021
july,2021-07-04 00:00:00,15:33:00,2021-07-04 00:00:00,20:32:00,washington:chelan county,['wecc'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",natural disaster,0,0,2021
july,2021-07-05 00:00:00,05:32:00,2021-07-05 00:00:00,08:58:00,new york,['npcc'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",transmission interruption,0,0,2021
july,2021-07-05 00:00:00,14:04:00,2021-07-05 00:00:00,14:41:00,ohio:kentucky,"['rf', 'serc']",unplanned evacuation from its bulk electric system control center facility for 30 continuous minutes or more.,transmission interruption,0,0,2021
july,2021-07-06 00:00:00,19:41:00,2021-07-06 00:00:00,21:50:00,ohio,['rf'],"loss of electric service to more than 50,000 customers for 1 hour or more",severe weather-transmisison interruption,,136827,2021
july,2021-07-07 00:00:00,00:02:00,2021-07-07 00:00:00,00:20:00,florida:polk county,['serc'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",transmission interruption,450,0,2021
july,2021-07-07 00:00:00,15:30:00,nat,,michigan:macomb county:oakland county:monroe county:livingston county:st. clair county:washtenaw county:wayne county,['rf'],"loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,,90000,2021
july,2021-07-08 00:00:00,17:01:00,2021-07-08 00:00:00,17:24:00,new york,['npcc'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",severe weather-transmisison interruption,0,0,2021
july,2021-07-08 00:00:00,20:29:00,2021-07-08 00:00:00,20:33:00,north dakota:stark county,['mro'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",severe weather-transmisison interruption,88,0,2021
july,2021-07-09 00:00:00,17:44:00,2021-07-09 00:00:00,21:05:00,california,['wecc'],public appeal to reduce the use of electricity for purposes of maintaining the continuity of the bulk electric system,fuel supply deficiency,810,,2021
july,2021-07-09 00:00:00,20:25:00,2021-07-10 00:00:00,21:00:00,california:shasta county,['wecc'],public appeal to reduce the use of electricity for purposes of maintaining the continuity of the bulk electric system,severe weather,230,47000,2021
july,2021-07-10 00:00:00,00:30:00,2021-07-10 00:00:00,05:00:00,nebraska:missouri,"['mro', 'serc']","loss of electric service to more than 50,000 customers for 1 hour or more",severe weather-transmisison interruption,,211500,2021
july,2021-07-10 00:00:00,00:00:00,2021-07-11 00:00:00,16:00:00,nebraska,['mro'],"loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,,188000,2021
july,2021-07-10 00:00:00,01:55:00,2021-07-10 00:00:00,01:56:00,missouri,['serc'],"loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,,52000,2021
july,2021-07-10 00:00:00,18:00:00,2021-07-10 00:00:00,21:00:00,nevada:clark county:washoe county,['wecc'],public appeal to reduce the use of electricity for purposes of maintaining the continuity of the bulk electric system,transmission interruption,9000,1300000,2021
july,2021-07-10 00:00:00,00:30:00,2021-07-10 00:00:00,05:00:00,missouri:nebraska,"['mro', 'serc']","loss of electric service to more than 50,000 customers for 1 hour or more",severe weather-transmisison interruption,,212500,2021
july,2021-07-11 00:00:00,18:00:00,2021-07-11 00:00:00,21:00:00,nevada:clark county:washoe county,['wecc'],public appeal to reduce the use of electricity for purposes of maintaining the continuity of the bulk electric system,transmission interruption,9000,1300000,2021
july,2021-07-12 00:00:00,15:51:00,2021-07-13 00:00:00,17:00:00,colorado:pueblo county,['wecc'],damage or destruction of its facility that results from actual or suspected intentional human action.,sabotage,0,0,2021
july,2021-07-14 00:00:00,14:15:00,2021-07-14 00:00:00,14:16:00,california:plumas county,['wecc'],electrical system separation (islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,severe weather-transmisison interruption,35,11000,2021
july,2021-07-18 00:00:00,04:00:00,2021-07-18 00:00:00,09:46:00,illinois:cook county,['rf'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",transmission interruption,0,0,2021
july,2021-07-20 00:00:00,16:21:00,2021-07-20 00:00:00,17:00:00,ohio,['rf'],complete loss of monitoring or control capability at its staffed bulk electric system control center for 30 continuous minutes or more.,system operations,0,0,2021
july,2021-07-21 00:00:00,14:45:00,2021-07-22 00:00:00,12:00:00,pennsylvania:bucks county:chester county:delaware county:montgomery county:philadelphia county:york county,['rf'],"loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,,81503,2021
july,2021-07-22 00:00:00,14:00:00,2021-07-22 00:00:00,14:40:00,california:shasta county,['wecc'],complete loss of monitoring or control capability at its staffed bulk electric system control center for 30 continuous minutes or more.,system operations,220,0,2021
july,2021-07-23 00:00:00,08:09:00,2021-07-23 00:00:00,08:30:00,minnesota:hennepin county,"['mro', 'rf']","unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",system operations,15,3500,2021
july,2021-07-23 00:00:00,08:20:00,2021-07-23 00:00:00,10:45:00,virginia:west virginia,"['rf', 'serc']",complete loss of monitoring or control capability at its staffed bulk electric system control center for 30 continuous minutes or more.,system operations,0,0,2021
july,2021-07-24 00:00:00,20:30:00,nat,,michigan:wayne county:oakland county:livingston county:macomb county,['rf'],"loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,,225949,2021
july,2021-07-26 00:00:00,07:54:00,nat,,nevada:clark county,['wecc'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism,0,0,2021
july,2021-07-28 00:00:00,12:54:00,2021-07-28 00:00:00,15:42:00,maine,['npcc'],complete loss of monitoring or control capability at its staffed bulk electric system control center for 30 continuous minutes or more.,system operations,0,0,2021
july,2021-07-30 00:00:00,08:02:00,2021-07-30 00:00:00,09:34:00,wisconsin,['mro'],complete loss of monitoring or control capability at its staffed bulk electric system control center for 30 continuous minutes or more.,cyber event,0,0,2021
august,2021-08-01 00:00:00,09:00:00,2021-08-04 00:00:00,09:00:00,nevada:clark county,['wecc'],physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,vandalism,0,0,2021
august,2021-08-01 00:00:00,23:37:00,2021-08-02 00:00:00,00:00:00,california:humboldt county:trinity county,['wecc'],electrical system separation (islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,severe weather,95,65888,2021
august,2021-08-02 00:00:00,06:23:00,2021-08-02 00:00:00,15:55:00,texas:hays county,['texas re'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",severe weather-transmission interruption,43,19000,2021
august,2021-08-02 00:00:00,00:18:00,2021-08-02 00:00:00,10:47:00,texas:hays county,['texas re'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",severe weather-transmission interruption,24,9400,2021
august,2021-08-03 00:00:00,07:05:00,2021-08-03 00:00:00,07:32:00,texas:cameron county,['texas re'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,0,0,2021
august,2021-08-03 00:00:00,04:35:00,2021-08-03 00:00:00,05:28:00,oregon:linn county,['wecc'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",system operations,4,,2021
august,2021-08-10 00:00:00,22:30:00,2021-08-13 00:00:00,16:38:00,michigan:allegan county:antrim county:barry county:benzie county:branch county:calhoun county:clare county:clinton county:crawford county:eaton county:genesee county:gladwin county:grand traverse county:gratiot county:hillsdale county:ingham county:ionia county:isabella county:jackson county:kalamazoo county:kalkaska county:kent county:lake county:leelanau county:manistee county:mason county:mecosta county:midland county:missaukee county:montcalm county:muskegon county:newaygo county:oakland county:oceana county:ogemaw county:osceola county:oscoda county:otsego county:ottawa county:roscommon county:saginaw county:shiawassee county:st. joseph county:van buren county:wexford county,['rf'],"loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,,372600,2021
august,2021-08-10 00:00:00,20:30:00,2021-08-11 00:00:00,19:00:00,illinois,"['rf', 'serc']","loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,,318761,2021
august,2021-08-10 00:00:00,20:00:00,nat,,wisconsin:waukesha county:milwaukee county:kenosha county:racine county:washington county:ozaukee county,"['rf', 'serc']","loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,,233000,2021
august,2021-08-11 00:00:00,15:35:00,nat,,michigan:huron county:macomb county:lapeer county:macomb county:monroe county:oakland county:st. clair county:tuscola county:wayne county:washtenaw county:livingston county,['rf'],"loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,,700000,2021
august,2021-08-11 00:00:00,19:12:00,2021-08-11 00:00:00,21:49:00,ohio,['rf'],"loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,,92109,2021
august,2021-08-12 00:00:00,18:57:00,2021-08-13 00:00:00,06:00:00,illinois:missouri,"['rf', 'serc']","loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,,101000,2021
august,2021-08-12 00:00:00,22:03:00,2021-08-12 00:00:00,22:44:00,massachusetts,['npcc'],unplanned evacuation from its bulk electric system control center facility for 30 continuous minutes or more.,system operations,0,0,2021
august,2021-08-15 00:00:00,17:17:00,2021-08-16 00:00:00,03:30:00,california:solano county,['wecc'],physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,actual physical attack,0,0,2021
august,2021-08-16 00:00:00,16:11:00,2021-08-16 00:00:00,16:31:00,montana:flathead county,['wecc'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism,0,0,2021
august,2021-08-17 00:00:00,19:15:00,2021-08-18 00:00:00,17:45:00,california:butte county:colusa county:glenn county:lake county:lassen county:mendocino county:napa county:plumas county:shasta county:sierra county:solano county:sonoma county:tehama county:trinity county:yolo county,['wecc'],"loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,234,71000,2021
august,2021-08-17 00:00:00,14:00:00,2021-08-18 00:00:00,14:00:00,california:kern county,['wecc'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism,,0,2021
august,2021-08-18 00:00:00,11:40:00,2021-08-18 00:00:00,12:13:00,texas,['texas re'],complete loss of monitoring or control capability at its staffed bulk electric system control center for 30 continuous minutes or more.,system operations,0,0,2021
august,2021-08-20 00:00:00,15:35:00,2021-08-20 00:00:00,16:35:00,california:nevada county,['wecc'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism,0,0,2021
august,2021-08-20 00:00:00,02:00:00,2021-08-20 00:00:00,03:00:00,oregon:washington:idaho:utah:salt lake county:wyoming,['wecc'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",vandalism,0,0,2021
august,2021-08-21 00:00:00,10:14:00,2021-08-21 00:00:00,10:52:00,idaho:elmore county,['wecc'],electrical system separation (islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,severe weather,0,418,2021
august,2021-08-22 00:00:00,12:11:00,2021-08-23 00:00:00,16:30:00,connecticut:massachusetts:maine:rhode island:vermont,['npcc'],"loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,,28134,2021
august,2021-08-24 00:00:00,21:37:00,nat,,michigan:huron county:lapeer county:macomb county:monroe county:oakland county:st. clair county:wayne county:washtenaw county,['rf'],"loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,,65000,2021
august,2021-08-24 00:00:00,17:00:00,2021-08-26 00:00:00,14:07:00,michigan:arenac county:bay county:clare county:genesee county:gladwin county:gratiot county:isabella county:iosco county:kalamazoo county:kent county:barry county:missaukee county:montcalm county:muskegon county:newaygo county:mecosta county:midland county:saginaw county:ottawa county:van buren county,['rf'],"loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,,84987,2021
august,2021-08-27 00:00:00,06:16:00,2021-08-27 00:00:00,10:14:00,arkansas:pulaski county,['serc'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,0,0,2021
august,2021-08-29 00:00:00,11:30:00,nat,,louisiana,['serc'],"loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,,,2021
august,2021-08-29 00:00:00,18:04:00,2021-08-31 00:00:00,22:36:00,louisiana:st. charles parish,['serc'],complete loss of off-site power (loop) affecting a nuclear generating station per the nuclear plant interface requirements.,severe weather,,,2021
august,2021-08-29 00:00:00,18:00:00,2021-09-03 00:00:00,13:41:00,louisiana,['serc'],"loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,,91315,2021
august,2021-08-29 00:00:00,22:39:00,2021-09-03 00:00:00,08:38:00,louisiana,['serc'],"loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,,50000,2021
august,2021-08-29 00:00:00,20:25:00,nat,,new york,['npcc'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",transmission interruption,796,0,2021
august,2021-08-29 00:00:00,09:32:00,2021-08-29 00:00:00,21:32:00,louisiana:pointe coupee parish,['serc'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",transmission interruption,,,2021
august,2021-08-29 00:00:00,17:53:00,nat,,louisiana,['serc'],electrical system separation (islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,severe weather,,,2021
august,2021-08-30 00:00:00,21:17:00,2021-09-01 00:00:00,15:19:00,florida:leon county,['serc'],damage or destruction of its facility that results from actual or suspected intentional human action.,actual physical attack,0,0,2021
september,2021-09-01 00:00:00,06:22:00,2021-09-01 00:00:00,15:56:00,california:santa clara county,['wecc'],physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,vandalism,0,0,2021
september,2021-09-01 00:00:00,17:30:00,2021-09-02 00:00:00,02:00:00,pennsylvania:bucks county:chester county:delaware county:montgomery county:philadelphia county:york county,['rf'],"loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,,252740,2021
september,2021-09-02 00:00:00,14:07:00,2021-09-02 00:00:00,14:10:00,texas:williamson county,['texas re'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,0,0,2021
september,2021-09-07 00:00:00,17:30:00,2021-09-09 00:00:00,09:00:00,michigan:osceola county:kalamazoo county:van buren county:saginaw county:arenac county:lake county:clare county:mecosta county,['rf'],"loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,,80000,2021
september,2021-09-07 00:00:00,20:00:00,2021-09-09 00:00:00,07:00:00,michigan:wayne county,['rf'],"loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,,60000,2021
september,2021-09-08 00:00:00,12:15:00,2021-09-08 00:00:00,12:38:00,north dakota:cass county,['mro'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",transmission interruption,37,1,2021
september,2021-09-09 00:00:00,16:00:00,2021-09-09 00:00:00,17:30:00,california,['wecc'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism,0,0,2021
september,2021-09-09 00:00:00,17:00:00,2021-09-09 00:00:00,20:00:00,nevada:clark county:washoe county,['wecc'],public appeal to reduce the use of electricity for purposes of maintaining the continuity of the bulk electric system,system operations,8000,1300000,2021
september,2021-09-10 00:00:00,11:17:00,2021-09-10 00:00:00,11:19:00,north dakota:mckenzie county,['mro'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",transmission interruption,6,1,2021
september,2021-09-10 00:00:00,14:05:00,nat,,iowa:polk county,['mro'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism,0,0,2021
september,2021-09-10 00:00:00,07:20:00,2021-09-10 00:00:00,09:05:00,california,['wecc'],"loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,89,59649,2021
september,2021-09-10 00:00:00,01:55:00,2021-09-10 00:00:00,02:04:00,florida:citrus county,['serc'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",severe weather,75,,2021
september,2021-09-11 00:00:00,08:32:00,nat,,texas:austin county:california:los angeles county,"['texas re', 'serc']",physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,actual physical attack,0,0,2021
september,2021-09-13 00:00:00,12:18:00,2021-09-13 00:00:00,13:15:00,washington:skagit county,['wecc'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",transmission interruption,0,0,2021
september,2021-09-13 00:00:00,23:59:00,nat,,texas:harris county,['texas re'],"loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,,204280,2021
september,2021-09-13 00:00:00,13:10:00,nat,,texas:midland county,['texas re'],damage or destruction of its facility that results from actual or suspected intentional human action.,transmission interruption,0,0,2021
september,2021-09-13 00:00:00,18:00:00,2021-09-14 00:00:00,00:49:00,texas:harris county,['texas re'],"loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,,66589,2021
september,2021-09-14 00:00:00,00:35:00,2021-09-18 00:00:00,19:20:00,texas:harris county,['texas re'],"loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,1905,705415,2021
september,2021-09-14 00:00:00,07:36:00,2021-09-15 00:00:00,01:48:00,texas,['texas re'],electrical system separation (islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,severe weather,0,,2021
september,2021-09-14 00:00:00,07:52:00,2021-09-14 00:00:00,22:44:00,texas,['texas re'],electrical system separation (islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,severe weather,0,,2021
september,2021-09-15 00:00:00,22:42:00,2021-09-16 00:00:00,00:37:00,texas:kentucky:arizona:new mexico:oregon:washington,"['texas re', 'serc', 'wecc']",unplanned evacuation from its bulk electric system control center facility for 30 continuous minutes or more.,system operations,0,0,2021
september,2021-09-16 00:00:00,14:49:00,2021-09-16 00:00:00,20:02:00,oklahoma,"['mro', 'serc']","unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",transmission interruption,100,4000,2021
september,2021-09-16 00:00:00,14:49:00,2021-09-16 00:00:00,20:02:00,oklahoma,"['mro', 'serc']","unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",transmission interruption,100,4000,2021
september,2021-09-17 00:00:00,23:00:00,2021-09-19 00:00:00,12:00:00,washington:pierce county:whatcom county:skagit county:king county,['wecc'],"loss of electric service to more than 50,000 customers for 1 hour or more",severe weather-transmission interruption,,87000,2021
september,2021-09-17 00:00:00,03:50:00,2021-09-18 00:00:00,04:08:00,indiana,['rf'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,0,0,2021
september,2021-09-17 00:00:00,03:00:00,2021-09-18 00:00:00,22:00:00,minnesota,['mro'],"loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,,82000,2021
september,2021-09-18 00:00:00,04:30:00,2021-09-18 00:00:00,06:00:00,indiana:hamilton county,['rf'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,0,0,2021
september,2021-09-22 00:00:00,17:17:00,nat,,michigan:lenawee county:livingston county:genesee county:tuscola county:huron county:sanilac county:lapeer county:st. clair county:macomb county:oakland county:washtenaw county:wayne county:monroe county,['rf'],"loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,,136000,2021
september,2021-09-22 00:00:00,09:36:00,2021-09-23 00:00:00,11:45:00,california:los angeles county,['wecc'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism,1,0,2021
september,2021-09-28 00:00:00,13:44:00,2021-09-28 00:00:00,13:56:00,kentucky:henderson county,['serc'],electrical system separation (islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,transmission interruption,20,5000,2021
september,2021-09-29 00:00:00,11:48:00,2021-09-29 00:00:00,12:21:00,missouri:jackson county,"['mro', 'serc']",complete loss of monitoring or control capability at its staffed bulk electric system control center for 30 continuous minutes or more.,system operations,150,0,2021
october,2021-10-03 00:00:00,10:40:00,2021-10-03 00:00:00,11:54:00,texas:cameron county,['texas re'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,0,0,2021
october,2021-10-04 00:00:00,07:00:00,2021-10-04 00:00:00,08:00:00,utah:uintah county,['wecc'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism,,0,2021
october,2021-10-05 00:00:00,11:31:00,2021-10-05 00:00:00,11:32:00,california:santa clara county,['wecc'],physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,vandalism,0,0,2021
october,2021-10-05 00:00:00,11:31:00,2021-10-05 00:00:00,11:32:00,california:santa clara county,['wecc'],physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,vandalism,0,0,2021
october,2021-10-07 00:00:00,17:15:00,2021-10-09 00:00:00,18:15:00,maryland:baltimore county,['rf'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism,0,0,2021
october,2021-10-08 00:00:00,06:30:00,2021-10-08 00:00:00,10:00:00,california:contra costa county,['wecc'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism,0,0,2021
october,2021-10-08 00:00:00,14:30:00,2021-10-08 00:00:00,18:32:00,ohio:cuyahoga county,['rf'],complete loss of monitoring or control capability at its staffed bulk electric system control center for 30 continuous minutes or more.,system operations,210,0,2021
october,2021-10-09 00:00:00,17:01:00,2021-10-10 00:00:00,06:30:00,north carolina,['serc'],unplanned evacuation from its bulk electric system control center facility for 30 continuous minutes or more.,system operations,0,0,2021
october,2021-10-10 00:00:00,22:15:00,2021-10-12 00:00:00,17:00:00,texas:collin county:dallas county:denton county:ellis county:hunt county:johnson county:palo pinto county:tarrant county:wichita county,['texas re'],"loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,,110000,2021
october,2021-10-11 00:00:00,14:22:00,2021-10-11 00:00:00,20:30:00,california,['wecc'],"loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,126,84000,2021
october,2021-10-12 00:00:00,20:08:00,2021-10-12 00:00:00,20:09:00,illinois:cook county,['rf'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,0,0,2021
october,2021-10-16 00:00:00,14:16:00,2021-10-16 00:00:00,18:41:00,oregon:lane county,['wecc'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",transmission interruption,,,2021
october,2021-10-18 00:00:00,22:18:00,2021-10-18 00:00:00,23:30:00,pennsylvania,['rf'],complete loss of monitoring or control capability at its staffed bulk electric system control center for 30 continuous minutes or more.,system operations,0,0,2021
october,2021-10-18 00:00:00,23:26:00,2021-10-19 00:00:00,15:00:00,pennsylvania:montgomery county,['rf'],"physical threat to its bulk electric system control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. or suspicious device or activity at its bulk electric system control center.",suspicious activity,0,0,2021
october,2021-10-18 00:00:00,23:27:00,2021-10-19 00:00:00,10:05:00,georgia:dekalb county,['serc'],"physical threat to its bulk electric system control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. or suspicious device or activity at its bulk electric system control center.",suspicious activity,0,0,2021
october,2021-10-18 00:00:00,22:26:00,2021-10-19 00:00:00,08:19:00,missouri:boone county,"['serc', 'mro']","physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,0,0,2021
october,2021-10-18 00:00:00,11:47:00,2021-10-18 00:00:00,11:48:00,florida:putnam county,['serc'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism,0,0,2021
october,2021-10-19 00:00:00,15:34:00,2021-10-19 00:00:00,16:26:00,ohio:summit county,['rf'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",system operations,42,1,2021
october,2021-10-20 00:00:00,23:00:00,2021-10-21 00:00:00,01:20:00,wisconsin:eau claire county,"['mro', 'rf']",complete loss of monitoring or control capability at its staffed bulk electric system control center for 30 continuous minutes or more.,system operations,0,0,2021
october,2021-10-22 00:00:00,19:55:00,2021-10-23 00:00:00,05:55:00,louisiana:lafayette parish,['serc'],complete loss of monitoring or control capability at its staffed bulk electric system control center for 30 continuous minutes or more.,system operations,132,0,2021
october,2021-10-24 00:00:00,08:55:00,2021-10-25 00:00:00,18:15:00,california,['wecc'],"loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,116,59000,2021
october,2021-10-24 00:00:00,07:00:00,2021-10-26 00:00:00,21:30:00,washington:king county:pierce county:skagit county:thurston county,['wecc'],"loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,,233000,2021
